track_names,embedding_dim_1,embedding_dim_2,embedding_dim_3,embedding_dim_4,embedding_dim_5,embedding_dim_6,embedding_dim_7,embedding_dim_8,embedding_dim_9,embedding_dim_10,embedding_dim_11,embedding_dim_12
"Cherry Blossoms | Tenderness | Autumn in Versailles | The Flower Garden | Piano Concerto in A minor, Op. 16: II. Adagio - Live",0.21519125,-0.193127,-0.35622758,-0.4564916,-0.25646615,0.21451168,0.40691337,0.48507607,-0.04589086,0.20833999,0.03102015,0.14822575
"Erbarm dich mein, o Herre Gott, BWV 721 (Arr. S. Scheiwiller for Cello & Orchestra) | Consolation No. 1 in E-flat Major | October: Leaves In The Wind | Lieder ohne Worte (Songs without Words), Book 2, Op. 30: No. 7 in E-Flat Major, Op. 30, No. 1 | Piazzolla: Oblivion",0.2741114,-0.23071203,-0.41143098,-0.37159467,-0.24660674,0.33564204,0.25324908,0.51782733,-0.093707986,0.17738417,-0.13442895,0.014447607
"Piano Quartet in E-flat Major, Op.16: II. Andante cantabile | A Midsummer Night's Dream, Op. 61: Nocturne - Excerpt, Arr. Naked Yell Music/Last Resort Music Publishing, Inc. for string trio | cozy nights | Messa da Requiem: 2a. Dies irae | Symphony No. 25 in G Minor, K. 183: I. Allegro con brio",0.27938002,-0.5093612,-0.22032495,-0.20337844,-0.38468006,0.2645392,0.1751814,0.46154043,-0.1692414,0.15794171,-0.21854442,-0.097848095
"december | Dies Irae | 3 Nocturnes, Op. 9: II. Andante | Piano Concerto No. 1 in B-Flat Minor, Op. 23, TH 55: 1. Allegro non troppo e molto maestoso - Excerpt | Seven Days Walking / Day 1: Ascent",0.28971535,-0.32982188,-0.31228474,-0.19928034,-0.29424548,0.2766971,0.23584446,0.5774666,-0.13197199,0.22658235,-0.18229088,-0.12581655
"Slavonic March, Op. 31, TH 45 | Mozart: Die Zauberflöte, K. 620, Act 2: Queen of the Night Aria. ""Der Hölle Rache kocht in meinem Herzen"" (Königin) | Mendelssohn: String Quartet No. 6 in F Minor, Op. 80, MWV R37: II. Allegro assai | Symphony No. 9 in E Minor, Op. 95 ""From the New World"": IV. Allegro con fuoco | Consolations, S. 172: No. 3 in D-Flat Major. Lento, placido",0.14940344,-0.3003904,-0.27526343,-0.45972645,-0.19608238,0.47801462,0.112769045,0.45617715,-0.10214841,0.19678625,-0.25162917,0.0094224615
Satie / Orch. Ducros: Gymnopédie No. 1 | Abysse | The French Library | Coffee & Books | Peer Gynt Suite No.1 op. 46 In the Hall of the Mountain King (Alla marciia e molto marcato),0.25599903,-0.45822805,-0.25410554,-0.3564865,-0.40254533,0.03589446,0.24444298,0.42940548,-0.0541504,0.26580375,-0.1607793,0.16103646
"Promenade | Swarm of Fish | Nocturnes, Op. 27: No. 2 in D-Flat Major | Carmina Burana: O Fortuna | On And On",0.18588834,-0.43616727,-0.19358563,-0.22999969,-0.30617273,0.109894045,0.24290109,0.6488116,-0.09954502,0.2521863,-0.15197156,-0.049497474
"Tina Takes Newt In / Macusa Headquarters | Love Birds | Danny Boy | Toccata and Fugue in D Minor, BWV 565 | Requiem, K. 626: Confutatis",0.24209923,-0.28466204,-0.4365752,-0.15507069,-0.23777026,0.35283765,0.20702751,0.59040743,-0.16219307,0.14705636,-0.11146636,-0.11350433
"Night on Bald Mountain | Sunset Bird | De Visée / Transcr. Garcia: Pièces de théorbe et de luth, Suite en la mineur: IV. Sarabande | Perpetual | Laurie and Jo on the Hill",0.23363197,-0.3631586,-0.3509841,-0.19606218,-0.29201466,0.29893976,0.13497192,0.6089819,-0.12482035,0.13738774,-0.21417113,-0.08867357
"El Amor | Infinity | Winter | The English Affair | Kinderszenen, Op. 15: No. 7 in F Major, Träumerei",0.20609093,-0.45196107,-0.12646991,-0.3931834,-0.33517638,0.14024024,0.19686979,0.4722203,-0.047707368,0.35315523,-0.2331198,0.087007
"Bonjour | Clair de Lune, L. 32 | Act I: Entree Of Kitri (Minkus) | Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile | Invention No. 14 in B-Flat Major, BWV 785",0.3937287,-0.41338006,-0.22018492,-0.13006298,-0.514263,-0.026569515,0.1483094,0.30155203,0.052577052,0.38742045,-0.225654,0.16375732
"Ave Maria (Arr. Cullen for Cello and Orchestra) | An der schönen blauen Donau, Walzer, Op. 314 | The Waltzing Cat | The Sleeping Beauty, Ballet, Op. 66: Act I: The Spell (Le Sort Est Jete): 5. Scene | Don Quixote: Act IV: Basilio's Variation",0.23258154,-0.4400139,-0.2948705,-0.47637308,-0.32704777,-0.028376222,0.2991253,0.35872263,-0.10028545,0.21960366,-0.10166178,0.20945679
"Peer Gynt-Suite Nr. 1, Op. 46: IV. I Dovregubbens hall (In the Hall of the Mountain King) | An die Musik, D. 547 - Arr. for Arpeggione and Piano | Where the Rivers Run | String Quartet No. 3 in D Major, Op. 18: II. Andante con moto | Reverie",0.27306303,-0.2709118,-0.27799836,-0.3072915,-0.27831045,0.41996762,0.1548834,0.5412045,-0.037358213,0.24939711,-0.21264657,-0.02825347
"Nocturne in B Flat Major, H. 37 (Version for Harp) | Fantasia in D Minor, K. 397 | Act II: Marzipan | Paquita: Variation 7: Allegro | Swan Lake, Op. 20, TH.12 / Act 2: No. 13 Danses des cygnes: a) Valse - b) Moderato assai - c) Valse - d) Allegro moderato - e) Pas d'action (Andante) - f) Valse - g) Coda (Allegro vivace)",0.28134486,-0.32057756,-0.29651144,-0.397124,-0.22105563,0.3661402,0.36819732,0.40508023,-0.17722434,0.23683274,-0.035459306,-0.03330983
"Le Corsaire: Act II - ""7. Grand Pas: Coda: Ali, Medora, Conrad"" | 3 Nocturnes for Cello and Guitar: Nocturne No. 3 in C Major - Allegro moderato | Piano Sonata No. 1 In F Minor, Op. 2, No. 1: 2. Adagio | Etudes: Broad leaps | Countryside Mansion",0.18178281,-0.46790108,-0.17690574,-0.36353055,-0.33484003,0.26647946,0.0855023,0.46183553,-0.06594291,0.27854985,-0.30934426,0.056650933
"Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 12e, Divertissement. Dance of the Reed-Flutes | Fino Mornasco | Moving on | Cascade | Danses pour Harpe Chromatique: Danse profane",0.29329944,-0.33450624,-0.26563892,-0.12194764,-0.30224612,0.21920882,0.24614948,0.6293634,-0.09846414,0.2534028,-0.15436167,-0.15105267
"Preludio Sinfonico | Quintet in A Major for Clarinet and Strings, K. 581: II. Larghetto | Giselle, Act 2: No. 17 Hilarion is killed by the Wilis / Albrecht is confronted by Myrtha / Giselle enters and protects Albrecht | Dolly, Op. 56 (version for piano 4 hands): IV. Kitty Valse | Window Seat",0.19070022,-0.46778607,-0.08911965,-0.06191513,-0.34619763,0.21716104,0.021809444,0.5973269,-0.05106374,0.2838698,-0.32587698,-0.13914643
"Préludes / Book 1, L. 117: 8. La fille aux cheveux de lin | Act III - Pas de deux: Variation 2 | Diaphanous | A New Start | Waltz No. 15 in A flat major, Op. 39",0.11802744,-0.3522491,-0.20901439,-0.12733264,-0.36292315,0.20125279,0.19484444,0.7330161,-0.028771853,0.19062382,-0.12732905,-0.0349091
"Die Flamme von Paris (Flames of Paris) (arr. March): Act IV: Allegretto: Women's Variation | Spring Roses | La Fille aux Cheveux de Lin (from 24 Preludes, L. 117) | Autumn Sky | Alice's Adventures in Wonderland Suite: III. Alice Alone",0.34559888,-0.18775785,-0.38915792,0.009380057,-0.3470667,0.22818151,0.24339654,0.6426397,-0.0068832696,0.19966894,-0.054714296,-0.07821883
"Arbor | Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song) | Pavane pour une infante défunte, M. 19 | Elegie | A Quiet Morning",0.26445198,-0.35596046,-0.26194054,-0.17323285,-0.27255222,0.339454,0.088943854,0.5720286,-0.100249216,0.25130287,-0.294325,-0.14234892
"My Neighbour TOTORO | Swan Lake, Op. 20: No. 4 Pas de Trois: I. Intrada | Orchestral Suite No. 3 in D Major, BWV 1068: Air | Wandrers Nachtlied II, D. 768 (Transcr. for Cello and Piano) | Eridani",0.23703891,-0.46826395,-0.1555534,-0.28351852,-0.264704,0.13559335,0.19723028,0.5327975,-0.12538831,0.34603596,-0.25563413,-0.089012176
"Paquita: Variation 5: Allegro non troppo (by Cherepnin) | La Sylphide: Act I: Pas de deux - Reel | L’Arlésienne Suite No. 1, GB 121: I. Prelude | Piano Concerto in A Minor, Op. 7: II. Romanze: Andante non troppo con grazia | Overture",0.3273275,-0.49493563,-0.1216071,-0.15853845,-0.40550387,0.02795834,0.16460635,0.46866873,-0.030052278,0.37104705,-0.23963808,-0.0025469502
"Elegy Of Solace | Resta Con Me | Løvenskiold: La Sylphide, Act 2: The Sylph Scene - Divertissement (Andante) | Almost April | Fee des Lilas (Variation VI)",0.14478837,-0.37381217,-0.51742953,-0.34787536,-0.3060131,0.13686204,0.2962763,0.43124327,-0.21396032,0.06578134,-0.07791493,0.090815544
"Giselle, Act 2: No. 20 Giselle's Variation | Harmonies des bois, Op. 76: II. Jacqueline’s Tears (Arr. Cello and Orchestra) - Live | Rolling Like A Ball | Prélude (Arr. Lewin for 2 Guitars) | Les Beautés Du Diable",0.31569964,-0.4618597,-0.27764338,-0.350386,-0.3609982,0.08585217,0.22647299,0.36549795,-0.0822586,0.32735637,-0.18770358,0.12422934
"The Sleeping Beauty, Op. 66 : (D) Aurore (Variation II) | to be better again | Tchaikovsky: Swan Lake, Op. 20, Act 1: No. 5, Pas de deux for Two Merry-Makers | 13 Pieces for Piano, Op. 76: II. Etude | Stars in Catalina",0.23719671,-0.23409256,-0.3703482,-0.38507274,-0.22829634,0.3525743,0.2256272,0.56302613,-0.07567485,0.18007275,-0.14413245,0.015448578
"Kol Nidrei - Adagio For Cello, Opus 47 | Jeux d'enfants, Op. 22: No. 3, La poupée | Silent Steps in the Snow | soft life | Orpheus in the Underworld: Cancan",0.13471709,-0.5215188,-0.53353703,-0.22345895,-0.25916496,0.03171703,0.27656594,0.29370713,-0.37251896,0.04325868,-0.060514648,-0.006705936
"24 Préludes, Op. 28: No. 7, Andantino | Prato Di Girasoli | Kitsch-Musik: III. Allegretto | 3 Nocturnes for Cello and Guitar: Nocturne No. 2 in F Major - Adagio cantabile | Wind Quintet in E-Flat Major, Hess 19: II. Adagio maestoso",0.2416031,-0.21462616,-0.39940977,-0.3087403,-0.24272743,0.41251594,0.19120523,0.5648576,-0.09159868,0.14013211,-0.16282435,-0.038292024
"Water Variations and Theme: Variation II | Water Music Suite No. 2 in D Major, HWV 349: II. Alla Hornpipe | Swan Lake, Op.20, Act I, 4. Pas de trois: II. Andante sostenuto | Tritsch-Tratsch Polka, Op.214 | Eugene Onegin, Op. 24: Entr'acte and Waltz",0.18256663,-0.28743023,-0.3455485,-0.4075104,-0.34171546,0.27132076,0.3449469,0.4880476,-0.057046987,0.13880004,0.019832488,0.16765606
"Saint-Saëns / Transcr. Vidal: Le carnaval des animaux: XIII. Le cygne | Falla: La vida breve, Act II, Cuadro I: Danza española | Swan Lake, Op. 20, TH 12, Act III: No. 19f, Pas de six: Variation V | Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin (Arr. Garrett / van der Heijden for Violin, Flute and Orchestra) | Carmen Suite No. 1 (Arr. E. Guiraud): IV. Séguedille",0.31943434,-0.4070497,-0.32252216,-0.38880104,-0.15511817,0.13732386,0.28331846,0.39011478,-0.20494074,0.35700047,-0.17415571,-0.043896466
"Biassono | Coppelia: Act I - Valse | Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture | Gade: Jalousie ""Tango tzigane"" | Giselle: Act I: Variation de Giselle",0.045816757,-0.309517,-0.47549587,-0.16145414,-0.25674832,0.25341085,0.25459543,0.62287647,-0.2199296,0.06743098,-0.081258826,-0.08652563
"The Four Seasons, Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": II. Largo | Sylvia: Act I: Valse lente | Carmen Suite No. 2 (Arr. E. Guiraud): IV. Chanson du Toréador | Paquita: Variation 9: Allegro moderato | Pièces Lyriques, Op. 47 No. 3: Mélodie",0.1777295,-0.37769523,-0.20667318,-0.33327258,-0.22355871,0.29691103,0.20853879,0.599913,-0.1268488,0.25103676,-0.20472224,-0.09713048
"Carnival of the Animals: VII. Aquarium | Peer Gynt Suite No. 2, Op. 55: IV. Solveigs sang (Solveig's Song) | Raymonda, Act I: Prelude et Variation | Faust, Ballet Music (1869): 4. Variations de Cléopatre (Moderato maestoso) | Concerto Magna Carta: III. Intense and energetic",0.28485933,-0.33721796,-0.41612485,-0.2771207,-0.3687543,0.30444905,0.26193106,0.48268446,-0.12373342,0.049933176,-0.08086294,0.024086291
"Prokofiev: Cinderella, Op. 87, Act 2: No. 33, Dance of the Prince | Cavaria | L'Arlesienne Suite, Nr. 1: II. Menuet | L’Arlésienne Suite No. 2: IV. Farandole | Faust, Ballet Music (1869): 5. Les Troyennes (Moderato con moto)",0.2401485,-0.21951771,-0.37279803,-0.009304103,-0.4107593,0.16627192,0.27382693,0.6782614,-0.0066046035,0.1517652,-0.020120488,-0.014332445
"Fauré: Requiem, Op. 48: VII. In Paradisum | Spartacus: Variation of Aegina and Bacchanalia | Don Quixote: Act III: Quiteria's Variation (The Fan) | Tchaikovsky: Serenade for Strings in C, Op. 48: 2. Walzer: Moderato (Tempo di valse) | 24 Préludes, Op. 28: No. 9 in E Major: Largo",0.09190501,-0.23570232,-0.30817565,-0.23132257,-0.29960522,0.3626347,0.15579763,0.72808075,-0.009435655,0.060203925,-0.08473878,0.03129792
"Grand Pas Classique: Coda | The Sleeping Beauty, Op. 66: No. 4h Variation VI La fée des lilas | Song Book: The Man I Love. Slow and in singing style | 12 Etudes, Op. 25: No. 11 in A minor ""Winter Wind"" | Romeo And Juliet, Op.64 / Act 1: Dance of the Knights",0.0051235133,-0.17428575,-0.5543513,-0.2992663,-0.28107056,0.31712428,0.28425124,0.523656,-0.10583242,0.005117749,0.04267251,0.1584366
"The Birds, P. 154: V. The Cuckoo (Il cuccù) | Étude: Op. 76 No. 2 | Fjord | Liebesleid (Love's Sorrow) | Other Side of The Moon",0.16805264,-0.3173532,-0.26806384,-0.51019365,-0.16849762,0.37821087,0.16137365,0.47509035,-0.109821506,0.2158217,-0.23791702,0.021398116
"Pine Scent | No.19 V - Pas de six: Variation 5 (Moderato - Allegro semplice) and Coda (Allegro molto vivace) | Inmaterial color | Coppélia / Tableau 1: Prélude - Mazurka | Peer Gynt-Suite Nr. 1, Op. 46: I. Morgenstemning (Morning Mood)",0.2872051,-0.18667367,-0.43544796,-0.25424048,-0.2572185,0.34926906,0.24629907,0.5762709,-0.084330164,0.16508782,-0.10881613,-0.03612536
"Pärt: Spiegel im Spiegel | Paquita: Variation 1: Moderato | Total Agony | Ave Maria, CG 89: Ave Maria - Arranged for Cello and Harp by Miriam Keogh | Erik Satie: Gymnopédie No. 1",0.010878435,-0.5342573,0.064931475,-0.33088416,-0.4235915,0.13193427,-0.0024572671,0.47474003,-0.11312771,0.17585348,-0.36118707,0.06596511
"The Sleeping Beauty, Op. 66 : La Fee-Diamant (Variation IV) | La Sylphide: Act II: Sylph Scene: Divertissement | Don Quixote: Act I: Quiteria and Basilio | Hérold & Lanchbery: La fille mal gardée, Act 1: No. 16d, Pas de deux de Fanny Elssler. Man's Solo | Daydreamer",0.12556186,-0.38702422,-0.22252746,-0.37790728,-0.23082311,0.40072384,0.08188898,0.516215,-0.119923174,0.2210157,-0.30048874,-0.039350726
"Giselle: No. 21 - Andante | Un homme et une femme | 3 Nocturnes Op. 9 : No. 2 en mi bémol majeur | Les contes d'Hoffmann (The Tales of Hoffmann): Barcarolle | 24 Preludes, Op. 11: No. 21 in B-Flat Major - Andante",0.26361164,-0.34483245,-0.2329757,-0.41511485,-0.28240174,0.34334812,0.12002128,0.44833937,-0.025282077,0.31070098,-0.2630127,0.07483049
"Sonata for Cello and Piano No. 3 in A, Op. 69: 1. Allegro ma non tanto | Le nozze di Figaro, K. 492: Overture | Keyboard Suite No. 1 (Set II) in B-Flat Major, HWV 434: IV. Menuet (arr. W. Kempff for piano) | Masquerade Suite: Waltz | Hearts of Desire",0.23265287,-0.41796032,-0.25119877,-0.32841223,-0.20958419,0.14104815,0.25460154,0.5348197,-0.1775677,0.3080673,-0.21987787,-0.10377945
"Tchaikovsky: Swan Lake, Op.20, Act II: 14. Scene (Moderato) | Etudes: Mazurka — | Don Quixote: Act III: Coda | Orchestral Suite No. 2 in B Minor, BWV 1067: VII. Badinerie | Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: VII. Coda. Allegro vivace",0.032337613,-0.46662053,-0.2963251,-0.28886685,-0.38132387,0.052585617,0.28149468,0.59130865,-0.09767065,0.01695093,0.012909967,0.15137768
"Pavane in F-Sharp Minor, Op. 50 | Gayaneh highlights (1993 DRM): Lullaby | String Quartet in E-Flat Major, H. 277: II. Allegretto | Cello Sonata in G Minor, Op. 65: III. Largo | Mozart: Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": II. Romance. Andante",0.3054738,-0.26768824,-0.40156856,-0.38831526,-0.18502909,0.4591231,0.20741056,0.4233358,-0.13381593,0.16950543,-0.092073895,0.02458098
"Concerto for Two Violins in D Minor, BWV 1043: II. Largo ma non tanto | Nonet in E-Flat Major, Op. 38: III. Scherzo. Vivace | The Breeze and The Wildflower | Piano Quintet in E-Flat Major, K. 452: II. Larghetto | The Seasons, Op. 37b: VI. June, ""Barcarolle""",0.30899125,-0.36360487,-0.2467447,-0.23900394,-0.34077537,0.2788936,0.18643697,0.54066414,-0.052706957,0.29314578,-0.20872244,-0.032352407
"Intermezzo In A Major, Op. 118, No. 2 | No.4 III - Pas de trois: Allegro semplice | A tale to tell | Dances in the Canebrakes (Arr. W.G. Still for Orchestra): No. 1, Nimble Feet | _: Tchaikovsky: The Nutcracker - Dance of the Mirlitons (Reed Pipes)",0.14361519,-0.43528852,-0.31568655,-0.4265743,-0.30968907,0.108942516,0.2789623,0.4627424,-0.13319963,0.23564571,-0.14996816,0.11308003
"nocturnal summer | Dalmine | Notturno | Fantasie-impromptu in C-Sharp Minor, Op. 66 No. 4 | 10 Chorale Preludes, BV B 27: No. 2, Wachet auf, ruft uns die Stimme, BWV 645",0.30110472,-0.34842414,-0.29220158,-0.4272397,-0.30498642,0.16445659,0.27141708,0.3937802,-0.06579307,0.34986132,-0.18200575,0.106633
"Everyday 2.0 | Faust, Ballet Music (1869): 1. Les Nubiennes, valse (Allegretto) | Strauss I, J: Radetzky-Marsch, Op. 228 | Communion | String Quintet in C Minor, Op. 104 (arr. of Piano Trio, Op. 1, No. 3): III. Menuetto: Quasi allegro",0.276069,-0.40106773,-0.3219815,-0.4490944,-0.23313288,0.15138954,0.32211554,0.3848724,-0.14233632,0.29956228,-0.060332734,0.121576026
"Copland: Appalachian Spring: VII. Doppio movimento (Variations on a Shaker Hymn - Simple Gifts) | Moonlit | Gayaneh - Suite No. 2: 6. Armen's variation | Prélude in E minor, Op. 28, No. 4 | La Bayadere: Variation 1: Andante",0.38982385,-0.56253606,-0.1640006,-0.16386439,-0.40573823,-0.062735155,0.09827113,0.23597336,-0.0508146,0.40603524,-0.25024348,0.117789246
"Faust, Ballet Music (1869): 7. Danse de Phryné (Allegro vivo) | Coppelia: Act I - Mazurka | Pirouette | Adagio in F Major, Hob. XVII:9 | Khachaturian: Gayaneh, Suite No. 3: V. Sabre Dance",0.19251941,-0.37485898,-0.45265177,-0.17050348,-0.28321925,0.09951949,0.11107915,0.6133983,-0.074644834,-0.30930597,0.046504386,0.079587296
"La Source - Music from Act II (1956 Digital Remaster), 18. Divertissement: Pas des voiles | Orfeo ed Euridice, Wq. 30: Dance of the Blessed Spirits ""Melody"" (Arr. Sgambati for Piano) | Giselle, Act 2: No. 14 Giselle’s Entrance and Variation | Miroirs: III. Une barque sur l'océan | amour",0.3059892,-0.37722865,-0.38656902,-0.21277961,-0.23458824,0.117659815,0.3080841,0.5643599,-0.20055108,0.14504993,-0.093642116,-0.13052203
"12 Etudes, Op. 10: No. 7. in C | Swan Lake, Op. 20: No.21 Danse Espagnole | Die Fledermaus: Overture | Waltz in A Minor, Op. 34, No. 2 (Arr. By Chad Lawson for Piano, Violin, Cello) | Adagio for Strings, Op.11",0.34129056,-0.16900238,-0.35390016,-0.058973417,-0.3820989,0.23424271,0.30338836,0.6138924,0.03074449,0.23521304,-0.009483389,-0.00989089
"Ojos nuevos | Piano Sonata No. 18 in D Major, K. 576 ""Hunt"": II. Adagio | 3 Concert Études, S. 144: No. 3 in D-Flat Major, ""un sospiro"" | Misterbianco | Veiled Remembrance",0.26257303,-0.42511445,-0.14149623,-0.19867899,-0.3072,0.30700895,0.030810025,0.48509717,-0.068411686,0.33070818,-0.37330484,-0.11197728
"Dreamt, far hope... | Endlich | Concerto for 2 Mandolins, Strings and Continuo in G Major, RV. 532: III. Allegro | Symphony No. 2 in D Major, Op. 36: II. Larghetto | Lazy Sunday Vibes",0.12770392,-0.3801639,-0.23555322,-0.50604886,-0.1823168,0.3383512,0.15347447,0.49768168,-0.12725893,0.1953176,-0.2313426,0.027765147
"Chopin Memories of a Sonata (From Cello Sonata, Op. 65, Arr. for Piano by Ketan & Vivan Bhatti) | Gravity | 6 Melodies, Op. 4 - 6 melodies, Op. 5: Allegretto | Piano Quintet in A Major, Op. 114, D 667 - ""The Trout"": I. Allegro vivace | Valse Delle Vigne",,,,,,,,,,,,
"Don Quixote: Act III: Entree | Carmen Suite No. 2 (Arr. E. Guiraud): II. Habanera | Minuet in G Minor, HWV 434 No. 4 (Arr. Kempff) | Rachmaninov: Suite No. 1 in G Minor, Op. 5 ""Fantaisie-tableaux"": I. Barcarolle | The swan",0.11861854,-0.35745302,-0.23878181,-0.49246132,-0.2279957,0.4232032,0.07628552,0.45033762,-0.075693354,0.18211086,-0.2719159,0.077997856
"Tchaikovsky: The Sleeping Beauty, Op. 66, Act I ""The Spell"": No. 6, Waltz | African Suite: V. Akinla: Allegro non troppo | Swan Lake, Ballet suite, op. 20a: III. Dance of the Swans | The Blue Bird, Op. 119 No. 3 | Espana, Op. 236",0.27843463,-0.42912638,-0.25476232,-0.31655696,-0.512531,0.05598709,0.30356467,0.3465119,-0.00044198058,0.174921,-0.028710855,0.25248027
"Arabesco | Miles and Miles | Orchestral Suite No. 3 in D Major, BWV 1068: Air (Arr. Alexander Siloti) | Sea Dances for 4 Hands and Strings: II. Graceful Giants | Seasons Flowing",0.38486242,-0.30127257,-0.27647537,-0.08923497,-0.2751458,0.25286397,0.13304263,0.53097385,-0.08461886,0.33273616,-0.28909677,-0.18969591
"Sonata for Cello and Piano No. 4 in C Major, Op. 102 No. 1: I. Andante | Valse Sentimentale No. 1 | Eternity And A Day: 2. By The Sea | Beginnings | Piano Sonata No. 5 in G Major, K. 283: II. Andante",0.23505831,-0.33363035,-0.2607861,-0.53379554,-0.26844352,0.35851175,0.20352195,0.33256814,-0.07155728,0.25553134,-0.19924976,0.13326168
"Coppélia / Tableau 1: No. 1 Valse | Carnival of the Animals: XIII. The Swan | La fille mal gardée (Rev. Lanchbery), Act I: No. 17a, Clog Dance | Trumpet Concerto in E Flat, H.VIIe/1: 3. Allegro | Tchaikovsky: The Nutcracker, Op. 71, Act 2: No. 14c, Pas de deux. Variation II ""Dance of the Sugar Plum Fairy""",0.18250416,-0.36078832,-0.3333633,-0.31381464,-0.19266705,0.27218166,0.21484236,0.5783727,-0.1718639,0.23489109,-0.20147079,-0.09867157
"Don Quixote: Act I: Quiteria's Variation | Nocturne No. 19 in E Minor, Op. 72, No. 1 | Act II: Waltz of the Flowers | Grounded in Love | stargazing",0.19163468,-0.36193806,-0.2260453,-0.3942916,-0.2484156,0.38587937,0.09396273,0.5080749,-0.070494026,0.247543,-0.2861544,0.0010520277
"Tulin | Dream 1 (before the wind blows it all away) - Pt. 1 | Aria de la Pastorale en ut mineur BWV 590 | Chopin - Nocturne Op. 9 No. 2 In E Flat Major | Album for the Young, Op. 39: No. 3. Mamma (Maman)",0.29931134,-0.44723418,-0.14573479,-0.27020085,-0.35201406,0.20529702,0.050058305,0.39138147,-0.031826228,0.39152217,-0.37404004,0.013879827
"Kaiser-Walzer (Emperor Waltz), Op. 437 | Carmen Suite No. 2: 2. Habanera | Schwanengesang, D.957: No. 4 Serenade | Esmeralda: Pas de deux | Le Corsaire: Act II - ""4. Grand Pas: Variation: Ali""",0.36324614,-0.46160185,-0.25848925,-0.17146704,-0.3979762,0.031296078,0.19653521,0.4300483,-0.043712527,0.37060985,-0.1749162,0.077252254
"Cataverdis | Raymonda, Act III: Variation 4 | Vocalise, Op.34, No.14 | Emeralds - Faure: Incidental music to Pelleas et Melisande, Op. 80 and Shylock, Op. 57; Pelleas et Melisande - Sicilienne: Allegretto molto moderato | Glance Out A Casement Window",0.13011545,-0.32065675,-0.26097426,-0.4308139,-0.16961755,0.458817,0.076034516,0.5202427,-0.113622,0.14778757,-0.27256346,-0.04221589
"Coppelia: Act III - Danse de fete | Giazzotto: Adagio for Strings and Organ in G Minor, ""Albinoni's Adagio"" (Excerpt) | Merry-Go-Round of Life | Opus 23 | Mavro",0.3019505,-0.39228228,-0.23772144,-0.3980611,-0.28717244,0.22866668,0.16606843,0.37728035,-0.08667996,0.37018296,-0.3001363,0.025886124
"Don Quixote: Act III: Classical Variation II | Piano Concerto No. 2 in F Major, Op. 102: II. Andante | Sibelius: Valse triste, Op. 44 | Trois Romances sans paroles, Op. 17: 3. Andante moderato | Piano Concerto No. 1 in F-Sharp Minor, Op. 1: I. Vivace",0.15714732,-0.18437624,-0.40513843,-0.15239601,-0.40095347,0.4085282,0.3721936,0.51308924,-0.09056181,-0.033384234,0.12144469,0.02088
"Act II: Sugarplum Fairy | The Old Garden | Concerto a 5 in B flat, Op. 7, no.10 for Strings and Continuo: 3. Allegro | For A Moment | Shostakovich / Arr. Atovmyan: Suite from the Gadfly, Op. 97a: VIII. Romance",0.24356359,-0.30915397,-0.39278847,-0.43089113,-0.13362235,0.1439808,0.37275466,0.4789164,-0.22203302,0.20267169,-0.07779363,-0.04280015
"Fantasia on Greensleeves | Le Corsaire: Act I - ""11. Pas de Trois des Odalisques: Variation: 3rd Odalisque"" | Après un rêve, Op. 7, No. 1 (Arr. for Cello and Piano) | The Sleeping Beauty Suite, Op. 66a (arr. S. Rachmaninov for piano 4 hands): V. Waltz | Serenade No. 2 in A Major, Op. 16: 2. Scherzo. Vivace",0.13345934,-0.44959638,-0.2798486,-0.47624934,-0.39128646,0.19941299,0.18541862,0.37056106,-0.062240157,0.14276455,-0.15266459,0.25058874
"Giselle: Valse | Dancing Dreams | Der Zigeunerbaron: Ouvertüre | 24 Préludes, Op. 28: No. 7 in A Major: Andantino | Fall a hundred times",0.31209314,-0.4226272,-0.22368121,-0.23573385,-0.24607316,0.074496716,0.2441882,0.50097823,-0.15112412,0.3766323,-0.24393353,-0.13220318
"In Presence | Berceuse in D-Flat Major, Op. 57 | Don Quixote: Act III: Flower Waltz | Etudes-tableaux, Op. 33: 9 Etudes-Tableaux, Op. 33: No. 8 in G Minor: Moderato | Peer Gynt-Suite Nr. 1, Op. 46: III. Anitras dans (Anitra's Dance)",0.30666885,-0.3888903,-0.29755536,-0.34310982,-0.22912295,0.1696101,0.3126829,0.47637075,-0.12985775,0.3448587,-0.079119824,0.020974655
"Almenno San Salvatore | Waltz No. 6 in D-Flat Major, Op. 64 No. 1 - ""Minute"" | Il Tempo delle Cose | Tchaikovsky: The Nutcracker, Op. 71, Act II: No. 12d, Divertissement. Trepak, Russian Dance | L'autre Valse D'amélie",0.15788777,-0.3676574,-0.36281872,-0.3830118,-0.12366718,0.1007289,0.34877124,0.5654419,-0.27233908,0.073001504,-0.06005729,-0.107951894
